round,client_id,class_id,group,samples,before_la,after_la,la_gain,positive_gain,harm,accuracy_change_pp
30,6,2,non_tail,2,0.4144642949104309,0.4122178256511688,0.002246469259262085,0.002246469259262085,0.0,0.0
30,6,7,non_tail,3,0.45356010645627975,0.4606374402840932,-0.007077333827813448,0.0,0.007077333827813448,0.0
30,6,12,non_tail,3,0.12075468525290489,0.11765846485892932,0.003096220393975571,0.003096220393975571,0.0,0.0
30,6,18,non_tail,1,0.09397297352552414,0.08867570012807846,0.005297273397445679,0.005297273397445679,0.0,0.0
30,6,23,non_tail,2,0.35089520644396544,0.34014622028917074,0.010748986154794693,0.010748986154794693,0.0,0.0
30,6,32,non_tail,1,1.13288152217865,1.1406919956207275,-0.007810473442077637,0.0,0.007810473442077637,0.0
30,6,38,non_tail,1,2.2175447940826416,2.2249186038970947,-0.007373809814453125,0.0,0.007373809814453125,0.0
30,6,54,non_tail,1,0.096160888671875,0.09719420969486237,-0.0010333210229873657,0.0,0.0010333210229873657,0.0
30,6,70,non_tail,1,0.020916011184453964,0.020209940150380135,0.0007060710340738297,0.0007060710340738297,0.0,0.0
30,6,84,tail,1,3.7555737495422363,3.722476005554199,0.03309774398803711,0.03309774398803711,0.0,0.0
30,8,4,non_tail,1,0.06050467491149902,0.06275779008865356,-0.002253115177154541,0.0,0.002253115177154541,0.0
30,8,5,non_tail,1,0.0009614374139346182,0.000922849983908236,3.858743002638221e-05,3.858743002638221e-05,0.0,0.0
30,8,6,non_tail,2,0.018910464830696583,0.018786741886287928,0.00012372294440865517,0.00012372294440865517,0.0,0.0
30,8,7,non_tail,1,0.00448020501062274,0.004513434134423733,-3.3229123800992966e-05,0.0,3.3229123800992966e-05,0.0
30,8,15,non_tail,1,0.008566063828766346,0.008333079516887665,0.00023298431187868118,0.00023298431187868118,0.0,0.0
30,8,17,non_tail,1,0.11412888020277023,0.1084560751914978,0.00567280501127243,0.00567280501127243,0.0,0.0
30,8,21,non_tail,1,0.0018127213697880507,0.0018077236600220203,4.997709766030312e-06,4.997709766030312e-06,0.0,0.0
30,8,26,non_tail,3,2.979481061299642,2.9830239613850913,-0.0035429000854492188,0.0,0.0035429000854492188,0.0
30,8,38,non_tail,1,0.0003480305604171008,0.00034314466756768525,4.885892849415541e-06,4.885892849415541e-06,0.0,0.0
30,8,46,non_tail,1,0.39688605070114136,0.39527517557144165,0.001610875129699707,0.001610875129699707,0.0,0.0
30,8,57,non_tail,1,0.11467134207487106,0.11169781535863876,0.0029735267162323,0.0029735267162323,0.0,0.0
30,8,58,non_tail,1,0.7788518071174622,0.7832998037338257,-0.004447996616363525,0.0,0.004447996616363525,0.0
30,8,62,non_tail,1,3.480299711227417,3.460601568222046,0.019698143005371094,0.019698143005371094,0.0,0.0
30,8,83,tail,1,2.0579142570495605,2.0199689865112305,0.03794527053833008,0.03794527053833008,0.0,0.0
30,9,1,non_tail,1,0.067430280148983,0.06781165301799774,-0.00038137286901474,0.0,0.00038137286901474,0.0
30,9,2,non_tail,1,0.046082448214292526,0.04482189565896988,0.001260552555322647,0.001260552555322647,0.0,0.0
30,9,4,non_tail,2,1.6044518947601318,1.601503312587738,0.002948582172393799,0.002948582172393799,0.0,0.0
30,9,6,non_tail,1,0.0030824074055999517,0.0030730189755558968,9.388430044054985e-06,9.388430044054985e-06,0.0,0.0
30,9,7,non_tail,1,0.06913913786411285,0.07033442705869675,-0.0011952891945838928,0.0,0.0011952891945838928,0.0
30,9,13,non_tail,1,0.014508935622870922,0.013847471214830875,0.0006614644080400467,0.0006614644080400467,0.0,0.0
30,9,14,non_tail,4,0.43128313426859677,0.4205521366093308,0.010730997659265995,0.010730997659265995,0.0,0.0
30,9,17,non_tail,1,0.004761547315865755,0.004643016029149294,0.00011853128671646118,0.00011853128671646118,0.0,0.0
30,9,35,non_tail,1,0.06340615451335907,0.06383950263261795,-0.0004333481192588806,0.0,0.0004333481192588806,0.0
30,9,52,non_tail,1,1.2802482843399048,1.281854510307312,-0.0016062259674072266,0.0,0.0016062259674072266,0.0
30,9,67,non_tail,1,0.9462443590164185,0.9338110089302063,0.012433350086212158,0.012433350086212158,0.0,0.0
30,9,79,non_tail,1,2.6985621452331543,2.7072365283966064,-0.008674383163452148,0.0,0.008674383163452148,0.0
30,9,86,tail,1,0.41081637144088745,0.3995056748390198,0.011310696601867676,0.011310696601867676,0.0,0.0
30,9,89,tail,1,5.676560401916504,5.657192230224609,0.01936817169189453,0.01936817169189453,0.0,0.0
30,12,0,non_tail,1,0.0003003622987307608,0.0002989322238136083,1.430074917152524e-06,1.430074917152524e-06,0.0,0.0
30,12,1,non_tail,2,1.2062895447015762,1.220804512500763,-0.014514967799186707,0.0,0.014514967799186707,0.0
30,12,3,non_tail,1,0.023000480607151985,0.022694390267133713,0.0003060903400182724,0.0003060903400182724,0.0,0.0
30,12,10,non_tail,1,0.002353043295443058,0.002312606666237116,4.0436629205942154e-05,4.0436629205942154e-05,0.0,0.0
30,12,12,non_tail,1,0.050476133823394775,0.0487850084900856,0.0016911253333091736,0.0016911253333091736,0.0,0.0
30,12,13,non_tail,2,0.1773975109681487,0.17427299730479717,0.003124513663351536,0.003124513663351536,0.0,0.0
30,12,17,non_tail,1,0.0051956865936517715,0.005114566534757614,8.112005889415741e-05,8.112005889415741e-05,0.0,0.0
30,12,26,non_tail,1,0.04170196130871773,0.04239610955119133,-0.0006941482424736023,0.0,0.0006941482424736023,0.0
30,12,27,non_tail,2,1.5276243388652802,1.5087067186832428,0.018917620182037354,0.018917620182037354,0.0,0.0
30,12,28,non_tail,1,0.08908035606145859,0.08681217581033707,0.002268180251121521,0.002268180251121521,0.0,0.0
30,12,38,non_tail,1,0.24414734542369843,0.24521370232105255,-0.001066356897354126,0.0,0.001066356897354126,0.0
30,12,41,non_tail,1,0.029528914019465446,0.028404904529452324,0.0011240094900131226,0.0011240094900131226,0.0,0.0
30,12,59,non_tail,1,1.1749939918518066,1.1684999465942383,0.006494045257568359,0.006494045257568359,0.0,0.0
30,12,85,tail,1,0.8446512222290039,0.8456146717071533,-0.0009634494781494141,0.0,0.0009634494781494141,0.0
30,12,90,tail,1,3.63177227973938,3.618605852127075,0.013166427612304688,0.013166427612304688,0.0,0.0
30,13,4,non_tail,3,0.25284700592358905,0.2572166671355565,-0.004369661211967468,0.0,0.004369661211967468,0.0
30,13,6,non_tail,1,0.008659549988806248,0.008169567212462425,0.0004899827763438225,0.0004899827763438225,0.0,0.0
30,13,8,non_tail,2,0.006547280587255955,0.006287671625614166,0.0002596089616417885,0.0002596089616417885,0.0,0.0
30,13,11,non_tail,1,0.11702574044466019,0.11384711414575577,0.003178626298904419,0.003178626298904419,0.0,0.0
30,13,25,non_tail,2,0.04673126433044672,0.04602388013154268,0.0007073841989040375,0.0007073841989040375,0.0,0.0
30,13,26,non_tail,3,0.3337141548593839,0.3412603748341401,-0.007546219974756241,0.0,0.007546219974756241,0.0
30,13,28,non_tail,1,2.7876555919647217,2.786039113998413,0.0016164779663085938,0.0016164779663085938,0.0,0.0
30,13,40,non_tail,1,0.11418429017066956,0.11254852265119553,0.0016357675194740295,0.0016357675194740295,0.0,0.0
30,13,58,non_tail,1,0.17530861496925354,0.17051361501216888,0.004794999957084656,0.004794999957084656,0.0,0.0
30,13,68,non_tail,1,0.26006248593330383,0.25304627418518066,0.007016211748123169,0.007016211748123169,0.0,0.0
30,13,87,tail,1,0.12813229858875275,0.12359517812728882,0.004537120461463928,0.004537120461463928,0.0,0.0
30,14,1,non_tail,1,0.023612143471837044,0.023331863805651665,0.00028027966618537903,0.00028027966618537903,0.0,0.0
30,14,4,non_tail,1,0.3426198959350586,0.33844929933547974,0.004170596599578857,0.004170596599578857,0.0,0.0
30,14,11,non_tail,1,0.02156815119087696,0.02142184227705002,0.00014630891382694244,0.00014630891382694244,0.0,0.0
30,14,14,non_tail,2,0.43865010887384415,0.42747633857652545,0.011173770297318697,0.011173770297318697,0.0,0.0
30,14,17,non_tail,1,1.410768747329712,1.371857762336731,0.03891098499298096,0.03891098499298096,0.0,0.0
30,14,21,non_tail,2,0.0031504782382398844,0.0032779271714389324,-0.00012744893319904804,0.0,0.00012744893319904804,0.0
30,14,28,non_tail,2,0.38359272480010986,0.37792690098285675,0.005665823817253113,0.005665823817253113,0.0,0.0
30,14,32,non_tail,1,0.0016520674107596278,0.0016243371646851301,2.77302460744977e-05,2.77302460744977e-05,0.0,0.0
30,14,43,non_tail,1,0.4673561453819275,0.4482623040676117,0.019093841314315796,0.019093841314315796,0.0,0.0
30,14,46,non_tail,1,1.0939958095550537,1.0794873237609863,0.014508485794067383,0.014508485794067383,0.0,0.0
30,14,55,non_tail,1,2.6295597553253174,2.6363518238067627,-0.0067920684814453125,0.0,0.0067920684814453125,0.0
30,14,56,non_tail,1,0.3966044783592224,0.3849351406097412,0.011669337749481201,0.011669337749481201,0.0,0.0
30,14,75,non_tail,1,3.984797954559326,3.9702348709106445,0.01456308364868164,0.01456308364868164,0.0,0.0
30,14,85,tail,1,2.977206230163574,2.98292875289917,-0.005722522735595703,0.0,0.005722522735595703,0.0
30,14,96,tail,1,1.669555425643921,1.6624336242675781,0.0071218013763427734,0.0071218013763427734,0.0,0.0
30,15,0,non_tail,5,0.08403317928314209,0.08511608093976974,-0.0010829016566276523,0.0,0.0010829016566276523,0.0
30,15,2,non_tail,1,0.03332297503948212,0.031830426305532455,0.0014925487339496613,0.0014925487339496613,0.0,0.0
30,15,3,non_tail,3,0.04540582746267319,0.04513226573665937,0.00027356172601381706,0.00027356172601381706,0.0,0.0
30,15,9,non_tail,1,0.1568087786436081,0.15390343964099884,0.002905339002609253,0.002905339002609253,0.0,0.0
30,15,13,non_tail,1,1.154909610748291,1.1377017498016357,0.017207860946655273,0.017207860946655273,0.0,0.0
30,15,16,non_tail,1,4.3441033363342285,4.381869316101074,-0.0377659797668457,0.0,0.0377659797668457,0.0
30,15,19,non_tail,1,0.003122813068330288,0.0030796739738434553,4.313909448683262e-05,4.313909448683262e-05,0.0,0.0
30,15,53,non_tail,1,0.04721224680542946,0.045630741864442825,0.0015815049409866333,0.0015815049409866333,0.0,0.0
30,15,57,non_tail,1,0.40805891156196594,0.40404266119003296,0.004016250371932983,0.004016250371932983,0.0,0.0
30,15,66,non_tail,1,3.1830196380615234,3.200079917907715,-0.017060279846191406,0.0,0.017060279846191406,0.0
30,15,84,tail,1,4.755489349365234,4.755546569824219,-5.7220458984375e-05,0.0,5.7220458984375e-05,0.0
30,15,88,tail,1,0.214853897690773,0.21229061484336853,0.00256328284740448,0.00256328284740448,0.0,0.0
30,16,0,non_tail,1,0.02170674130320549,0.022129040211439133,-0.0004222989082336426,0.0,0.0004222989082336426,0.0
30,16,1,non_tail,1,0.01067015714943409,0.010650696232914925,1.946091651916504e-05,1.946091651916504e-05,0.0,0.0
30,16,2,non_tail,1,0.07450500130653381,0.07197532802820206,0.0025296732783317566,0.0025296732783317566,0.0,0.0
30,16,4,non_tail,2,0.7929463908076286,0.7862472757697105,0.006699115037918091,0.006699115037918091,0.0,0.0
30,16,10,non_tail,3,1.259368896484375,1.2601107756296794,-0.000741879145304436,0.0,0.000741879145304436,0.0
30,16,11,non_tail,2,0.3834283798933029,0.38233722001314163,0.0010911598801612854,0.0010911598801612854,0.0,0.0
30,16,29,non_tail,1,0.0011688789818435907,0.0011339908232912421,3.4888158552348614e-05,3.4888158552348614e-05,0.0,0.0
30,16,30,non_tail,1,6.0682053565979,6.104445457458496,-0.0362401008605957,0.0,0.0362401008605957,0.0
30,16,36,non_tail,1,0.21547125279903412,0.21307362616062164,0.0023976266384124756,0.0023976266384124756,0.0,0.0
30,16,41,non_tail,1,0.017703726887702942,0.018014976754784584,-0.00031124986708164215,0.0,0.00031124986708164215,0.0
30,16,59,non_tail,1,4.826150894165039,4.824594974517822,0.0015559196472167969,0.0015559196472167969,0.0,0.0
30,16,74,non_tail,1,0.713121235370636,0.7033647894859314,0.00975644588470459,0.00975644588470459,0.0,0.0
30,16,93,tail,1,2.9432854652404785,2.868077278137207,0.07520818710327148,0.07520818710327148,0.0,0.0
30,17,1,non_tail,1,0.004773411434143782,0.004755971021950245,1.744041219353676e-05,1.744041219353676e-05,0.0,0.0
30,17,3,non_tail,1,3.0374648571014404,3.0360424518585205,0.0014224052429199219,0.0014224052429199219,0.0,0.0
30,17,4,non_tail,2,1.506583109498024,1.5199710726737976,-0.01338796317577362,0.0,0.01338796317577362,0.0
30,17,5,non_tail,1,1.892989993095398,1.925572156906128,-0.03258216381072998,0.0,0.03258216381072998,0.0
30,17,6,non_tail,1,0.002297026105225086,0.002230538986623287,6.648711860179901e-05,6.648711860179901e-05,0.0,0.0
30,17,13,non_tail,2,0.4070598781108856,0.40855327248573303,-0.0014933943748474121,0.0,0.0014933943748474121,0.0
30,17,18,non_tail,2,1.3434667587280273,1.3192012310028076,0.024265527725219727,0.024265527725219727,0.0,0.0
30,17,23,non_tail,1,0.026903830468654633,0.02583100087940693,0.0010728295892477036,0.0010728295892477036,0.0,0.0
30,17,26,non_tail,1,1.5773359537124634,1.585304856300354,-0.007968902587890625,0.0,0.007968902587890625,0.0
30,17,30,non_tail,1,0.05296541005373001,0.05404951423406601,-0.0010841041803359985,0.0,0.0010841041803359985,0.0
30,17,31,non_tail,1,1.7990323305130005,1.7631847858428955,0.03584754467010498,0.03584754467010498,0.0,0.0
30,17,33,non_tail,1,5.891379356384277,5.891565799713135,-0.00018644332885742188,0.0,0.00018644332885742188,0.0
30,17,40,non_tail,1,0.014843967743217945,0.014407182112336159,0.00043678563088178635,0.00043678563088178635,0.0,0.0
30,17,80,tail,1,5.3683600425720215,5.352583885192871,0.01577615737915039,0.01577615737915039,0.0,0.0
30,20,0,non_tail,1,0.019042301923036575,0.019006861373782158,3.544054925441742e-05,3.544054925441742e-05,0.0,0.0
30,20,1,non_tail,1,0.024986092001199722,0.025501374155282974,-0.000515282154083252,0.0,0.000515282154083252,0.0
30,20,3,non_tail,3,0.16812056303024292,0.17051716148853302,-0.0023965984582901,0.0,0.0023965984582901,0.0
30,20,5,non_tail,1,0.007674022112041712,0.007786635309457779,-0.00011261319741606712,0.0,0.00011261319741606712,0.0
30,20,9,non_tail,1,3.93869948387146,3.93867564201355,2.384185791015625e-05,2.384185791015625e-05,0.0,0.0
30,20,11,non_tail,2,0.5997334718704224,0.6083704233169556,-0.008636951446533203,0.0,0.008636951446533203,0.0
30,20,15,non_tail,1,0.19765788316726685,0.19241715967655182,0.005240723490715027,0.005240723490715027,0.0,0.0
30,20,16,non_tail,2,1.5084680682048202,1.521710941568017,-0.01324287336319685,0.0,0.01324287336319685,0.0
30,20,21,non_tail,1,0.3101743459701538,0.31867730617523193,-0.008502960205078125,0.0,0.008502960205078125,0.0
30,20,32,non_tail,1,1.2968482971191406,1.3031691312789917,-0.006320834159851074,0.0,0.006320834159851074,0.0
30,20,33,non_tail,1,0.06278935819864273,0.060866378247737885,0.0019229799509048462,0.0019229799509048462,0.0,0.0
30,20,34,non_tail,1,0.1527715027332306,0.1565268635749817,-0.0037553608417510986,0.0,0.0037553608417510986,0.0
30,20,81,tail,1,0.3912217319011688,0.39095839858055115,0.0002633333206176758,0.0002633333206176758,0.0,0.0
30,20,82,tail,1,2.283674716949463,2.2475950717926025,0.03607964515686035,0.03607964515686035,0.0,0.0
30,20,87,tail,1,0.11423873901367188,0.11133025586605072,0.002908483147621155,0.002908483147621155,0.0,0.0
30,21,0,non_tail,1,0.03675229102373123,0.037357673048973083,-0.0006053820252418518,0.0,0.0006053820252418518,0.0
30,21,7,non_tail,1,0.33235427737236023,0.33340564370155334,-0.0010513663291931152,0.0,0.0010513663291931152,0.0
30,21,10,non_tail,1,0.3484702408313751,0.34116941690444946,0.007300823926925659,0.007300823926925659,0.0,0.0
30,21,14,non_tail,4,0.8111860007047653,0.7778553515672684,0.03333064913749695,0.03333064913749695,0.0,0.0
30,21,17,non_tail,3,0.02742050091425578,0.026824094355106354,0.0005964065591494254,0.0005964065591494254,0.0,0.0
30,21,19,non_tail,1,1.301806926727295,1.3308976888656616,-0.0290907621383667,0.0,0.0290907621383667,0.0
30,21,23,non_tail,2,0.12618325650691986,0.12139169871807098,0.004791557788848877,0.004791557788848877,0.0,0.0
30,21,26,non_tail,1,0.18724551796913147,0.1820792704820633,0.005166247487068176,0.005166247487068176,0.0,0.0
30,21,29,non_tail,1,0.44872111082077026,0.4554155468940735,-0.006694436073303223,0.0,0.006694436073303223,0.0
30,21,33,non_tail,1,5.916441917419434,5.906929969787598,0.009511947631835938,0.009511947631835938,0.0,0.0
30,21,82,tail,1,3.1250367164611816,3.093355178833008,0.03168153762817383,0.03168153762817383,0.0,0.0
30,24,2,non_tail,1,0.3344377279281616,0.3256756067276001,0.008762121200561523,0.008762121200561523,0.0,0.0
30,24,6,non_tail,3,0.29963095486164093,0.3022915522257487,-0.0026605973641077862,0.0,0.0026605973641077862,0.0
30,24,7,non_tail,2,0.21399817615747452,0.2109842523932457,0.003013923764228821,0.003013923764228821,0.0,0.0
30,24,14,non_tail,2,1.342294603586197,1.3350651897490025,0.007229413837194443,0.007229413837194443,0.0,0.0
30,24,15,non_tail,1,0.009634898044168949,0.009420703165233135,0.0002141948789358139,0.0002141948789358139,0.0,0.0
30,24,17,non_tail,1,0.0032362965866923332,0.003169633913785219,6.666267290711403e-05,6.666267290711403e-05,0.0,0.0
30,24,18,non_tail,1,0.12599322199821472,0.12499219924211502,0.001001022756099701,0.001001022756099701,0.0,0.0
30,24,23,non_tail,1,0.11938170343637466,0.11459746211767197,0.004784241318702698,0.004784241318702698,0.0,0.0
30,24,25,non_tail,1,0.5591779947280884,0.5583966970443726,0.0007812976837158203,0.0007812976837158203,0.0,0.0
30,24,30,non_tail,1,1.6622130870819092,1.6911343336105347,-0.02892124652862549,0.0,0.02892124652862549,0.0
30,24,42,non_tail,1,0.007953166030347347,0.007550511043518782,0.0004026549868285656,0.0004026549868285656,0.0,0.0
30,24,43,non_tail,1,2.4595391750335693,2.3879690170288086,0.07157015800476074,0.07157015800476074,0.0,0.0
30,24,98,tail,1,1.5471090078353882,1.5396652221679688,0.007443785667419434,0.007443785667419434,0.0,0.0
30,25,3,non_tail,1,0.0197281576693058,0.01945882849395275,0.00026932917535305023,0.00026932917535305023,0.0,0.0
30,25,5,non_tail,2,0.02405391726642847,0.0240390133112669,1.4903955161571503e-05,1.4903955161571503e-05,0.0,0.0
30,25,6,non_tail,1,0.004068313166499138,0.003949461970478296,0.0001188511960208416,0.0001188511960208416,0.0,0.0
30,25,14,non_tail,1,0.012540297582745552,0.012135010212659836,0.00040528737008571625,0.00040528737008571625,0.0,0.0
30,25,15,non_tail,5,0.2543231353163719,0.25099740028381345,0.0033257350325584523,0.0033257350325584523,0.0,0.0
30,25,16,non_tail,1,0.00380850862711668,0.0037794129457324743,2.9095681384205818e-05,2.9095681384205818e-05,0.0,0.0
30,25,21,non_tail,3,0.1061817966401577,0.10858553151289622,-0.002403734872738525,0.0,0.002403734872738525,0.0
30,25,41,non_tail,1,2.39837646484375,2.38017201423645,0.018204450607299805,0.018204450607299805,0.0,0.0
30,25,45,non_tail,1,5.122864723205566,5.104198932647705,0.018665790557861328,0.018665790557861328,0.0,0.0
30,25,80,tail,1,1.1459307670593262,1.1133896112442017,0.03254115581512451,0.03254115581512451,0.0,0.0
30,25,89,tail,1,2.218662738800049,2.1762924194335938,0.04237031936645508,0.04237031936645508,0.0,0.0
30,25,99,tail,1,0.3630329370498657,0.3537106513977051,0.009322285652160645,0.009322285652160645,0.0,0.0
30,26,0,non_tail,6,0.05020402744412422,0.050171468096474804,3.255934764941765e-05,3.255934764941765e-05,0.0,0.0
30,26,1,non_tail,1,0.044418882578611374,0.04494635760784149,-0.0005274750292301178,0.0,0.0005274750292301178,0.0
30,26,8,non_tail,1,0.007550984621047974,0.0072801304049789906,0.0002708542160689831,0.0002708542160689831,0.0,0.0
30,26,13,non_tail,2,0.007282420294359326,0.007110875798389316,0.00017154449597001076,0.00017154449597001076,0.0,0.0
30,26,15,non_tail,1,1.4069418907165527,1.3609299659729004,0.046011924743652344,0.046011924743652344,0.0,0.0
30,26,16,non_tail,1,0.003887359518557787,0.0038564850110560656,3.087450750172138e-05,3.087450750172138e-05,0.0,0.0
30,26,20,non_tail,1,0.001116844010539353,0.0010881462367251515,2.8697773814201355e-05,2.8697773814201355e-05,0.0,0.0
