round,overall,head,middle,tail,nontail,partition,method
0,64.95,67.7,63.56666666666667,66.35,64.6,client-longtail,E2
1,64.98,67.7,63.61666666666667,66.35,64.6375,client-longtail,E2
2,65.03,67.8,63.65,66.4,64.6875,client-longtail,E2
3,65.11,67.9,63.7,66.55,64.75,client-longtail,E2
4,65.15,67.95,63.75,66.55,64.8,client-longtail,E2
5,65.2,67.95,63.833333333333336,66.55,64.8625,client-longtail,E2
6,65.27,68.05,63.9,66.6,64.9375,client-longtail,E2
7,65.4,68.3,64.03333333333333,66.6,65.1,client-longtail,E2
8,65.56,68.45,64.13333333333334,66.95,65.2125,client-longtail,E2
9,65.63,68.5,64.18333333333334,67.1,65.2625,client-longtail,E2
10,65.71,68.65,64.23333333333333,67.2,65.3375,client-longtail,E2
11,65.72,68.65,64.23333333333333,67.25,65.3375,client-longtail,E2
12,65.76,68.7,64.28333333333333,67.25,65.3875,client-longtail,E2
13,65.83,68.75,64.35,67.35,65.45,client-longtail,E2
14,65.91,68.8,64.46666666666667,67.35,65.55,client-longtail,E2
15,66.0,68.9,64.51666666666667,67.55,65.6125,client-longtail,E2
16,66.06,69.0,64.53333333333333,67.7,65.65,client-longtail,E2
17,66.09,69.05,64.55,67.75,65.675,client-longtail,E2
18,66.18,69.2,64.63333333333334,67.8,65.775,client-longtail,E2
19,66.21,69.2,64.65,67.9,65.7875,client-longtail,E2
20,66.29,69.2,64.76666666666667,67.95,65.875,client-longtail,E2
21,66.29,69.2,64.76666666666667,67.95,65.875,client-longtail,E2
22,66.31,69.35,64.75,67.95,65.9,client-longtail,E2
23,66.4,69.35,64.86666666666666,68.05,65.9875,client-longtail,E2
24,66.45,69.5,64.9,68.05,66.05,client-longtail,E2
25,66.49,69.55,64.91666666666667,68.15,66.075,client-longtail,E2
26,66.51,69.45,64.98333333333333,68.15,66.1,client-longtail,E2
27,66.55,69.5,65.01666666666667,68.2,66.1375,client-longtail,E2
28,66.57,69.55,65.03333333333333,68.2,66.1625,client-longtail,E2
29,66.59,69.65,65.05,68.15,66.2,client-longtail,E2
30,66.66,69.65,65.16666666666667,68.15,66.2875,client-longtail,E2
31,66.69,69.65,65.21666666666667,68.15,66.325,client-longtail,E2
32,66.69,69.7,65.2,68.15,66.325,client-longtail,E2
33,66.71,69.7,65.23333333333333,68.15,66.35,client-longtail,E2
34,66.72,69.75,65.23333333333333,68.15,66.3625,client-longtail,E2
35,66.77,69.75,65.31666666666666,68.15,66.425,client-longtail,E2
36,66.77,69.8,65.3,68.15,66.425,client-longtail,E2
37,66.81,69.95,65.31666666666666,68.15,66.475,client-longtail,E2
38,66.84,69.95,65.35,68.2,66.5,client-longtail,E2
39,66.92,70.1,65.41666666666667,68.25,66.5875,client-longtail,E2
40,66.91,70.15,65.38333333333334,68.25,66.575,client-longtail,E2
41,66.95,70.1,65.43333333333334,68.35,66.6,client-longtail,E2
42,66.99,70.15,65.5,68.3,66.6625,client-longtail,E2
43,67.02,70.25,65.5,68.35,66.6875,client-longtail,E2
44,67.09,70.3,65.58333333333333,68.4,66.7625,client-longtail,E2
45,67.11,70.3,65.6,68.45,66.775,client-longtail,E2
46,67.14,70.3,65.61666666666666,68.55,66.7875,client-longtail,E2
47,67.15,70.3,65.61666666666666,68.6,66.7875,client-longtail,E2
48,67.16,70.3,65.65,68.55,66.8125,client-longtail,E2
49,67.21,70.4,65.68333333333334,68.6,66.8625,client-longtail,E2
50,67.27,70.6,65.71666666666667,68.6,66.9375,client-longtail,E2
51,67.33,70.6,65.8,68.65,67.0,client-longtail,E2
52,67.36,70.65,65.81666666666666,68.7,67.025,client-longtail,E2
53,67.4,70.75,65.85,68.7,67.075,client-longtail,E2
54,67.4,70.8,65.86666666666666,68.6,67.1,client-longtail,E2
55,67.43,70.85,65.88333333333334,68.65,67.125,client-longtail,E2
56,67.42,70.85,65.88333333333334,68.6,67.125,client-longtail,E2
57,67.43,70.9,65.88333333333334,68.6,67.1375,client-longtail,E2
58,67.49,70.95,65.95,68.65,67.2,client-longtail,E2
59,67.51,71.0,66.0,68.55,67.25,client-longtail,E2
60,67.52,71.1,65.98333333333333,68.55,67.2625,client-longtail,E2
61,67.54,71.1,66.0,68.6,67.275,client-longtail,E2
62,67.56,71.15,65.98333333333333,68.7,67.275,client-longtail,E2
63,67.57,71.2,65.98333333333333,68.7,67.2875,client-longtail,E2
64,67.56,71.15,65.96666666666667,68.75,67.2625,client-longtail,E2
65,67.6,71.2,65.98333333333333,68.85,67.2875,client-longtail,E2
66,67.62,71.2,66.01666666666667,68.85,67.3125,client-longtail,E2
67,67.59,71.15,66.01666666666667,68.75,67.3,client-longtail,E2
68,67.58,71.15,65.98333333333333,68.8,67.275,client-longtail,E2
69,67.62,71.25,65.98333333333333,68.9,67.3,client-longtail,E2
70,67.65,71.25,66.03333333333333,68.9,67.3375,client-longtail,E2
71,67.7,71.3,66.1,68.9,67.4,client-longtail,E2
72,67.76,71.3,66.18333333333334,68.95,67.4625,client-longtail,E2
73,67.78,71.35,66.18333333333334,69.0,67.475,client-longtail,E2
74,67.79,71.35,66.16666666666667,69.1,67.4625,client-longtail,E2
75,67.82,71.4,66.2,69.1,67.5,client-longtail,E2
76,67.82,71.4,66.18333333333334,69.15,67.4875,client-longtail,E2
77,67.82,71.4,66.18333333333334,69.15,67.4875,client-longtail,E2
78,67.85,71.35,66.16666666666667,69.4,67.4625,client-longtail,E2
79,67.88,71.35,66.21666666666667,69.4,67.5,client-longtail,E2
80,67.93,71.4,66.25,69.5,67.5375,client-longtail,E2
81,67.95,71.4,66.26666666666667,69.55,67.55,client-longtail,E2
82,67.96,71.4,66.28333333333333,69.55,67.5625,client-longtail,E2
83,67.97,71.4,66.28333333333333,69.6,67.5625,client-longtail,E2
84,68.02,71.5,66.33333333333333,69.6,67.625,client-longtail,E2
85,68.03,71.5,66.35,69.6,67.6375,client-longtail,E2
86,68.05,71.5,66.36666666666666,69.65,67.65,client-longtail,E2
87,68.06,71.5,66.41666666666667,69.55,67.6875,client-longtail,E2
88,68.07,71.55,66.41666666666667,69.55,67.7,client-longtail,E2
89,68.06,71.55,66.4,69.55,67.6875,client-longtail,E2
90,68.08,71.55,66.43333333333334,69.55,67.7125,client-longtail,E2
91,68.09,71.6,66.41666666666667,69.6,67.7125,client-longtail,E2
92,68.09,71.6,66.41666666666667,69.6,67.7125,client-longtail,E2
93,68.11,71.7,66.41666666666667,69.6,67.7375,client-longtail,E2
94,68.16,71.8,66.43333333333334,69.7,67.775,client-longtail,E2
95,68.19,71.85,66.45,69.75,67.8,client-longtail,E2
96,68.2,71.85,66.46666666666667,69.75,67.8125,client-longtail,E2
97,68.22,71.85,66.48333333333333,69.8,67.825,client-longtail,E2
